fdc_id,data_type,description,protein_g,fat_g,carb_g,energy_kcal,fiber_g,sodium_mg,cholesterol_mg,satfat_g,sugars_g,desc_tokens,has_pork,has_beef,has_meat,brand,variant,product,verb,adj
174408,sr_legacy_food,"Lamb, Australian, imported, fresh, leg, sirloin half, boneless, separable lean only, trimmed to 1/8"" fat, raw",20.48,5.64,0.0,138.0,,80.0,63.0,2.308,,"['lamb', 'australian', 'imported', 'fresh', 'leg', 'sirloin half', 'boneless', 'separable lean only', 'trimmed to 1/8"" fat', 'raw']",False,False,True,"['Australian', 'imported']","['imported', 'fresh', 'half', 'boneless', 'separable lean only', 'trimmed to 1/8"" fat', 'raw']","['Lamb', 'imported', 'leg', 'sirloin']","['imported', 'trimmed']","['Australian', 'fresh', 'boneless', 'separable', 'fat', 'raw']"
174409,sr_legacy_food,"Lamb, Australian, imported, fresh, leg, sirloin chops, boneless, separable lean only, trimmed to 1/8"" fat, cooked, broiled",27.63,7.8,0.0,188.0,,66.0,85.0,3.159,,"['lamb', 'australian', 'imported', 'fresh', 'leg', 'sirloin chops', 'boneless', 'separable lean only', 'trimmed to 1/8"" fat', 'cooked', 'broiled']",False,False,True,"['Australian', 'imported']","['imported', 'fresh', 'leg', 'sirloin chops', 'boneless', 'separable lean only', 'trimmed to 1/8"" fat', 'cooked', 'broiled']","['Lamb', 'leg', 'sirloin chops']","['imported', 'trimmed', 'cooked', 'broiled']","['Australian', 'fresh', 'boneless', 'separable', 'fat']"
174410,sr_legacy_food,"Lamb, Australian, imported, fresh, leg, center slice, bone-in, separable lean and fat, trimmed to 1/8"" fat, raw",19.17,12.56,0.0,195.0,,61.0,65.0,5.813,,"['lamb', 'australian', 'imported', 'fresh', 'leg', 'center slice', 'bone-in', 'separable lean and fat', 'trimmed to 1/8"" fat', 'raw']",False,False,True,"['Australian', 'imported']","['fresh', 'leg', 'center slice', 'bone-in', 'separable lean and fat', 'trimmed to 1/8"" fat', 'raw']","['Lamb', 'leg']","['imported', 'trimmed']","['Australian', 'fresh', 'in', 'separable', 'lean', 'fat', 'fat', 'raw']"
174411,sr_legacy_food,"Lamb, Australian, imported, fresh, leg, center slice, bone-in, separable lean and fat, trimmed to 1/8"" fat, cooked, broiled",25.54,11.78,0.0,215.0,,65.0,85.0,5.32,,"['lamb', 'australian', 'imported', 'fresh', 'leg', 'center slice', 'bone-in', 'separable lean and fat', 'trimmed to 1/8"" fat', 'cooked', 'broiled']",False,False,True,"['Australian', 'imported']","['fresh', 'leg', 'center slice', 'bone-in', 'separable lean and fat', 'trimmed to 1/8"" fat', 'cooked', 'broiled']","['Lamb', 'leg']","['imported', 'trimmed', 'cooked', 'broiled']","['Australian', 'fresh', 'in', 'separable', 'lean', 'fat', 'fat']"
174412,sr_legacy_food,"Lamb, Australian, imported, fresh, leg, center slice, bone-in, separable lean only, trimmed to 1/8"" fat, raw",20.65,6.08,0.0,143.0,,64.0,64.0,2.413,,"['lamb', 'australian', 'imported', 'fresh', 'leg', 'center slice', 'bone-in', 'separable lean only', 'trimmed to 1/8"" fat', 'raw']",False,False,True,"['Australian', 'imported']","['fresh', 'leg', 'center slice', 'bone-in', 'separable lean only', 'trimmed to 1/8"" fat', 'raw']","['Lamb', 'leg']","['imported', 'trimmed']","['Australian', 'fresh', 'separable', 'fat', 'raw']"
174413,sr_legacy_food,"Lamb, Australian, imported, fresh, loin, separable lean only, trimmed to 1/8"" fat, cooked, broiled",26.53,8.75,0.0,192.0,,80.0,81.0,3.687,,"['lamb', 'australian', 'imported', 'fresh', 'loin', 'separable lean only', 'trimmed to 1/8"" fat', 'cooked', 'broiled']",False,False,True,"['Australian', 'imported']","['imported', 'fresh', 'loin', 'separable lean only', 'trimmed to 1/8"" fat', 'cooked', 'broiled']","['Lamb', 'loin']","['imported', 'trimmed', 'cooked', 'broiled']","['Australian', 'fresh', 'separable', 'fat']"
174414,sr_legacy_food,"Lamb, Australian, imported, fresh, rib chop/rack roast, frenched, bone-in, separable lean and fat, trimmed to 1/8"" fat, raw",21.26,16.89,0.0,237.0,0.0,69.0,69.0,8.128,0.0,"['lamb', 'australian', 'imported', 'fresh', 'rib chop/rack roast', 'frenched', 'bone-in', 'separable lean and fat', 'trimmed to 1/8"" fat', 'raw']",False,False,True,"['Australian', 'imported']","['imported', 'fresh', 'rib chop/rack roast', 'frenched', 'bone-in', 'separable lean and fat', 'trimmed to 1/8"" fat', 'raw']","['Lamb', 'imported']","['imported', 'trimmed']","['Australian', 'fresh', 'frenched', 'separable', 'lean', 'fat', 'fat', 'raw']"
174415,sr_legacy_food,"Lamb, Australian, imported, fresh, rib chop, frenched, bone-in, separable lean and fat, trimmed to 1/8"" fat, cooked, grilled",28.48,21.2,0.0,305.0,0.0,79.0,91.0,10.666,0.0,"['lamb', 'australian', 'imported', 'fresh', 'rib chop', 'frenched', 'bone-in', 'separable lean and fat', 'trimmed to 1/8"" fat', 'cooked', 'grilled']",False,False,True,"['Australian', 'imported']","['fresh', 'rib chop', 'frenched', 'bone-in', 'separable lean and fat', 'trimmed to 1/8"" fat', 'cooked', 'grilled']",['Lamb'],"['imported', 'trimmed', 'cooked', 'grilled']","['Australian', 'fresh', 'frenched', 'in', 'separable', 'lean', 'fat', 'fat']"
174416,sr_legacy_food,"Lamb, Australian, imported, fresh, rib chop/rack roast, frenched, bone-in, separable lean only, trimmed to 1/8"" fat, raw",24.07,5.59,0.0,147.0,0.0,71.0,66.0,2.532,0.0,"['lamb', 'australian', 'imported', 'fresh', 'rib chop/rack roast', 'frenched', 'bone-in', 'separable lean only', 'trimmed to 1/8"" fat', 'raw']",False,False,True,"['Australian', 'imported']","['imported', 'fresh', 'rib chop/rack roast', 'frenched', 'bone-in', 'separable lean only', 'trimmed to 1/8"" fat', 'raw']","['Lamb', 'rib chop/rack roast']","['imported', 'trimmed']","['Australian', 'fresh', 'frenched', 'separable', 'fat', 'raw']"
174417,sr_legacy_food,"Lamb, Australian, imported, fresh, shoulder, arm, separable lean and fat, trimmed to 1/8"" fat, raw",17.06,18.89,0.0,243.0,,72.0,65.0,9.125,,"['lamb', 'australian', 'imported', 'fresh', 'shoulder', 'arm', 'separable lean and fat', 'trimmed to 1/8"" fat', 'raw']",False,False,True,"['Australian', 'imported']","['imported', 'fresh', 'separable lean and fat', 'trimmed to 1/8"" fat', 'raw']","['Lamb', 'shoulder', 'arm']","['imported', 'trimmed']","['Australian', 'fresh', 'separable', 'lean', 'fat', 'fat', 'raw']"
174418,sr_legacy_food,"Lamb, Australian, imported, fresh, shoulder, arm, separable lean and fat, trimmed to 1/8"" fat, cooked, braised",29.7,20.38,0.0,311.0,,73.0,106.0,9.696,,"['lamb', 'australian', 'imported', 'fresh', 'shoulder', 'arm', 'separable lean and fat', 'trimmed to 1/8"" fat', 'cooked', 'braised']",False,False,True,['Australian'],"['imported', 'fresh', 'separable lean and fat', 'trimmed to 1/8"" fat', 'cooked', 'braised']","['Lamb', 'shoulder', 'arm']","['imported', 'trimmed', 'cooked', 'braised']","['Australian', 'fresh', 'separable', 'lean', 'fat', 'fat']"
174419,sr_legacy_food,"Lamb, Australian, imported, fresh, shoulder, arm, separable lean only, trimmed to 1/8"" fat, raw",19.88,5.81,0.0,137.0,,83.0,62.0,2.335,,"['lamb', 'australian', 'imported', 'fresh', 'shoulder', 'arm', 'separable lean only', 'trimmed to 1/8"" fat', 'raw']",False,False,True,"['Australian', 'imported']","['imported', 'fresh', 'separable lean only', 'trimmed to 1/8"" fat', 'raw']","['Lamb', 'shoulder', 'arm']","['imported', 'trimmed']","['Australian', 'fresh', 'separable', 'fat', 'raw']"
174420,sr_legacy_food,"Lamb, Australian, imported, fresh, shoulder, arm, separable lean only,   trimmed to 1/8"" fat, cooked, braised",34.17,10.23,0.0,238.0,,78.0,111.0,4.173,,"['lamb', 'australian', 'imported', 'fresh', 'shoulder', 'arm', 'separable lean only', 'trimmed to 1/8"" fat', 'cooked', 'braised']",False,False,True,"['Australian', 'imported']","['imported', 'fresh', 'separable lean only', 'trimmed to 1/8"" fat', 'cooked', 'braised']","['Lamb', 'shoulder', 'arm']","['imported', 'trimmed', 'cooked', 'braised']","['Australian', 'fresh', 'separable', 'fat']"
174421,sr_legacy_food,"Game meat , bison, ground, raw",18.67,15.93,0.0,223.0,0.0,66.0,70.0,6.802,0.0,"['game meat', 'bison', 'ground', 'raw']",False,False,True,['bison'],"['ground', 'raw']","['Game meat', 'bison']",[],['raw']
174422,sr_legacy_food,"Game meat, bison, ground, cooked, pan-broiled",23.77,15.13,0.0,238.0,0.0,73.0,83.0,6.461,0.0,"['game meat', 'bison', 'ground', 'cooked', 'pan-broiled']",False,False,True,['bison'],"['ground', 'cooked', 'pan-broiled']","['Game meat', 'bison']",['cooked'],['pan-broiled']
174423,sr_legacy_food,"Game meat , bison, top sirloin, separable lean only, 1"" steak, cooked, broiled",28.05,5.65,0.0,171.0,0.0,53.0,86.0,2.412,0.0,"['game meat', 'bison', 'top sirloin', 'separable lean only', '1"" steak', 'cooked', 'broiled']",False,False,True,['bison'],"['separable lean only', '1"" steak', 'broiled']","['Game meat', 'bison', 'top sirloin']","['cooked', 'broiled']","['top', 'separable']"
174424,sr_legacy_food,"Game meat, bison, chuck, shoulder clod, separable lean only, cooked, braised",33.78,5.43,0.0,193.0,0.0,57.0,111.0,2.32,0.0,"['game meat', 'bison', 'chuck', 'shoulder clod', 'separable lean only', 'cooked', 'braised']",False,False,True,[],"['separable lean only', 'cooked', 'braised']","['Game meat', 'bison', 'chuck', 'shoulder clod']","['cooked', 'braised']",['separable']
174425,sr_legacy_food,"Game meat, elk, ground, raw",21.76,8.82,0.0,172.0,0.0,79.0,66.0,3.469,0.0,"['game meat', 'elk', 'ground', 'raw']",False,False,True,['elk'],"['ground', 'raw']","['Game meat', 'elk']",[],['raw']
174426,sr_legacy_food,"Game meat, elk, ground, cooked, pan-broiled",26.64,8.74,0.0,193.0,0.0,85.0,78.0,4.002,0.0,"['game meat', 'elk', 'ground', 'cooked', 'pan-broiled']",False,False,True,['elk'],"['ground', 'cooked', 'pan-broiled']","['Game meat', 'elk']",['cooked'],['pan-broiled']
174427,sr_legacy_food,"Game meat, elk, loin, separable lean only, cooked, broiled",31.0,3.84,0.0,167.0,0.0,54.0,75.0,1.511,0.0,"['game meat', 'elk', 'loin', 'separable lean only', 'cooked', 'broiled']",False,False,True,[],"['separable lean only', 'cooked', 'broiled']","['Game meat', 'elk', 'loin']","['cooked', 'broiled']",['separable']
174428,sr_legacy_food,"Game meat, elk, round, separable lean only, cooked, broiled",30.94,2.64,0.0,156.0,0.0,51.0,78.0,1.037,0.0,"['game meat', 'elk', 'round', 'separable lean only', 'cooked', 'broiled']",False,False,True,['elk'],"['separable lean only', 'cooked', 'broiled']","['Game meat', 'elk', 'round']","['cooked', 'broiled']","['round', 'separable']"
174429,sr_legacy_food,"Game meat, elk, tenderloin, separable lean only, cooked, broiled",30.76,3.41,0.0,162.0,0.0,50.0,72.0,1.342,0.0,"['game meat', 'elk', 'tenderloin', 'separable lean only', 'cooked', 'broiled']",False,False,True,[],"['separable lean only', 'cooked', 'broiled']","['Game meat', 'elk', 'tenderloin']","['cooked', 'broiled']",['separable']
174430,sr_legacy_food,"Game meat, deer, tenderloin, separable lean only, cooked, broiled",29.9,2.35,0.0,149.0,0.0,57.0,88.0,1.142,0.0,"['game meat', 'deer', 'tenderloin', 'separable lean only', 'cooked', 'broiled']",False,False,True,['deer'],"['separable lean only', 'cooked', 'broiled']","['Game meat', 'deer', 'tenderloin']","['cooked', 'broiled']",['separable']
174431,sr_legacy_food,"Game meat, deer, top round, separable lean only, 1"" steak, cooked, broiled",31.47,1.92,0.0,152.0,0.0,45.0,85.0,1.03,0.0,"['game meat', 'deer', 'top round', 'separable lean only', '1"" steak', 'cooked', 'broiled']",False,False,True,['deer'],"['separable lean only', '1"" steak', 'broiled']","['Game meat', 'deer', 'top round']","['cooked', 'broiled']","['top', 'separable']"
174432,sr_legacy_food,"Veal, Australian, shank, fore, bone-in, separable lean only, raw",20.18,4.65,0.0,123.0,0.0,112.0,65.0,1.672,0.0,"['veal', 'australian', 'shank', 'fore', 'bone-in', 'separable lean only', 'raw']",False,True,True,['Australian'],"['shank', 'fore', 'bone-in', 'separable lean only', 'raw']",['Veal'],[],"['Australian', 'fore', 'separable', 'raw']"
174433,sr_legacy_food,"Veal, Australian, shank, fore, bone-in, separable lean and fat, raw",19.58,7.42,0.0,145.0,0.0,108.0,65.0,2.948,0.0,"['veal', 'australian', 'shank', 'fore', 'bone-in', 'separable lean and fat', 'raw']",False,True,True,['Australian'],"['shank', 'fore', 'bone-in', 'separable lean and fat', 'raw']",['Veal'],[],"['Australian', 'fore', 'separable', 'lean', 'fat', 'raw']"
174434,sr_legacy_food,"Lamb, New Zealand, imported, Intermuscular fat, raw",4.63,68.53,1.26,640.0,0.0,34.0,75.0,30.741,0.0,"['lamb', 'new zealand', 'imported', 'intermuscular fat', 'raw']",False,False,True,[],"['imported', 'Intermuscular fat', 'raw']","['Lamb', 'Intermuscular fat']",['imported'],"['New', 'Intermuscular', 'raw']"
174435,sr_legacy_food,"Lamb, New Zealand, imported, subcutaneous fat, raw",3.87,76.16,0.55,703.0,0.0,28.0,78.0,32.369,0.0,"['lamb', 'new zealand', 'imported', 'subcutaneous fat', 'raw']",False,False,True,[],"['imported', 'subcutaneous fat', 'raw']",['Lamb'],['imported'],"['New', 'subcutaneous', 'raw']"
174436,sr_legacy_food,"Lamb, New Zealand, imported, brains, cooked, soaked and fried",14.03,10.92,0.0,154.0,0.0,101.0,2559.0,1.365,0.0,"['lamb', 'new zealand', 'imported', 'brains', 'cooked', 'soaked and fried']",False,False,True,[],"['cooked', 'soaked and fried']","['Lamb', 'brains']","['imported', 'cooked', 'soaked', 'fried']",['New']
174437,sr_legacy_food,"Lamb, New Zealand, imported, brains, raw",11.33,8.03,0.0,118.0,0.0,117.0,2100.0,1.035,0.0,"['lamb', 'new zealand', 'imported', 'brains', 'raw']",False,False,True,[],"['imported', 'raw']","['Lamb', 'brains']",['imported'],"['New', 'raw']"
174438,sr_legacy_food,"Lamb, New Zealand, imported, chump, boneless, separable lean only, raw",21.68,3.83,0.0,121.0,0.0,62.0,65.0,1.265,0.0,"['lamb', 'new zealand', 'imported', 'chump', 'boneless', 'separable lean only', 'raw']",False,False,True,[],"['imported', 'chump', 'boneless', 'separable lean only', 'raw']",['Lamb'],['imported'],"['New', 'chump', 'boneless', 'separable', 'raw']"
174439,sr_legacy_food,"Lamb, New Zealand, imported, kidney, cooked, soaked and fried",19.78,3.56,0.18,112.0,0.0,199.0,508.0,0.92,0.0,"['lamb', 'new zealand', 'imported', 'kidney', 'cooked', 'soaked and fried']",False,False,True,[],"['cooked', 'soaked and fried']","['Lamb', 'kidney']","['imported', 'cooked', 'soaked', 'fried']",['New']
174440,sr_legacy_food,"Lamb, New Zealand, imported, flap, boneless, separable lean only, cooked, braised",27.88,13.6,0.0,234.0,0.0,54.0,78.0,5.056,0.0,"['lamb', 'new zealand', 'imported', 'flap', 'boneless', 'separable lean only', 'cooked', 'braised']",False,False,True,[],"['flap', 'boneless', 'separable lean only', 'cooked', 'braised']",['Lamb'],"['imported', 'cooked', 'braised']","['New', 'boneless', 'separable']"
174441,sr_legacy_food,"Lamb, New Zealand, imported, flap, boneless, separable lean only, raw",21.72,10.31,0.0,180.0,0.0,87.0,58.0,3.918,0.0,"['lamb', 'new zealand', 'imported', 'flap', 'boneless', 'separable lean only', 'raw']",False,False,True,[],"['flap', 'boneless', 'separable lean only', 'raw']",['Lamb'],['imported'],"['New', 'boneless', 'separable', 'raw']"
174442,sr_legacy_food,"Lamb, New Zealand, imported, kidney, raw",15.21,2.54,0.03,84.0,0.0,168.0,369.0,0.768,0.0,"['lamb', 'new zealand', 'imported', 'kidney', 'raw']",False,False,True,[],"['imported', 'raw']","['Lamb', 'kidney']",['imported'],"['New', 'raw']"
174443,sr_legacy_food,"Lamb, New Zealand, imported, heart, cooked, soaked and simmered",26.26,6.21,0.0,161.0,0.0,67.0,186.0,2.001,0.0,"['lamb', 'new zealand', 'imported', 'heart', 'cooked', 'soaked and simmered']",False,False,True,[],['soaked and simmered'],"['Lamb', 'heart']","['imported', 'cooked', 'soaked', 'simmered']",['New']
174444,sr_legacy_food,"Lamb, New Zealand, imported, heart, raw",18.09,3.68,0.0,105.0,0.0,94.0,119.0,0.995,0.0,"['lamb', 'new zealand', 'imported', 'heart', 'raw']",False,False,True,[],"['imported', 'raw']","['Lamb', 'heart']",['imported'],"['New', 'raw']"
174445,sr_legacy_food,"Lamb, New Zealand, imported, sweetbread, cooked, soaked and simmered",21.13,6.61,0.0,144.0,0.0,52.0,462.0,2.342,0.0,"['lamb', 'new zealand', 'imported', 'sweetbread', 'cooked', 'soaked and simmered']",False,False,True,[],['soaked and simmered'],"['Lamb', 'sweetbread']","['imported', 'cooked', 'soaked', 'simmered']","['New', 'sweetbread']"
174446,sr_legacy_food,"Lamb, New Zealand, imported, sweetbread, raw",11.0,3.16,0.0,72.0,0.0,39.0,160.0,1.602,0.0,"['lamb', 'new zealand', 'imported', 'sweetbread', 'raw']",False,False,True,[],"['imported', 'raw']","['Lamb', 'sweetbread']",['imported'],"['New', 'raw']"
174447,sr_legacy_food,"Lamb, New Zealand, imported, tunnel-boned leg, chump off, shank off, separable lean only, cooked, slow roasted",25.29,6.44,0.0,159.0,0.0,62.0,79.0,2.035,0.0,"['lamb', 'new zealand', 'imported', 'tunnel-boned leg', 'chump off', 'shank off', 'separable lean only', 'cooked', 'slow roasted']",False,False,True,[],"['tunnel-boned leg', 'chump off', 'shank off', 'separable lean only', 'cooked', 'slow roasted']",['Lamb'],"['imported', 'boned', 'shank', 'cooked', 'roasted']","['New', 'separable', 'slow']"
174448,sr_legacy_food,"Lamb, New Zealand, imported, tunnel-boned leg, chump off, shank off, separable lean only, raw",20.93,4.09,0.0,121.0,0.0,60.0,64.0,1.37,0.0,"['lamb', 'new zealand', 'imported', 'tunnel-boned leg', 'chump off', 'shank off', 'separable lean only', 'raw']",False,False,True,['imported'],"['tunnel-boned leg', 'chump off', 'shank off', 'separable lean only', 'raw']",['Lamb'],"['imported', 'boned', 'shank']","['New', 'separable', 'raw']"
174449,sr_legacy_food,"Lamb, New Zealand, imported, square-cut shoulder chops, separable lean only, cooked, braised",31.06,14.56,0.0,255.0,0.0,59.0,99.0,5.476,0.0,"['lamb', 'new zealand', 'imported', 'square-cut shoulder chops', 'separable lean only', 'cooked', 'braised']",False,False,True,[],"['square-cut shoulder chops', 'separable lean only', 'cooked', 'braised']",['Lamb'],"['imported', 'cut', 'cooked', 'braised']","['New', 'square', 'separable']"
174450,sr_legacy_food,"Lamb, New Zealand, imported, square-cut shoulder chops, separable lean only, raw",20.62,9.08,0.0,164.0,0.0,82.0,59.0,2.769,0.0,"['lamb', 'new zealand', 'imported', 'square-cut shoulder chops', 'separable lean only', 'raw']",False,False,True,[],"['square-cut shoulder chops', 'separable lean only', 'raw']",['Lamb'],"['imported', 'cut']","['New', 'square', 'separable', 'raw']"
174451,sr_legacy_food,"Lamb, New Zealand, imported, loin, boneless, separable lean only, cooked, fast roasted",28.99,4.49,0.0,156.0,0.0,57.0,86.0,1.581,0.0,"['lamb', 'new zealand', 'imported', 'loin', 'boneless', 'separable lean only', 'cooked', 'fast roasted']",False,False,True,[],"['loin', 'boneless', 'separable lean only', 'cooked', 'fast roasted']","['Lamb', 'loin']","['imported', 'cooked', 'roasted']","['New', 'boneless', 'separable', 'fast']"
174452,sr_legacy_food,"Lamb, New Zealand, imported, loin, boneless, separable lean only, raw",21.5,3.77,0.0,120.0,0.0,60.0,66.0,1.187,0.0,"['lamb', 'new zealand', 'imported', 'loin', 'boneless', 'separable lean only', 'raw']",False,False,True,[],"['loin', 'boneless', 'separable lean only', 'raw']",['Lamb'],['imported'],"['New', 'boneless', 'separable', 'raw']"
174453,sr_legacy_food,"Lamb, New Zealand, imported, hind-shank, separable lean only, cooked, braised",32.5,7.37,0.0,196.0,0.0,72.0,115.0,2.361,0.0,"['lamb', 'new zealand', 'imported', 'hind-shank', 'separable lean only', 'cooked', 'braised']",False,False,True,[],"['hind-shank', 'separable lean only', 'cooked', 'braised']","['Lamb', 'hind-shank']","['imported', 'cooked', 'braised']","['New', 'hind', 'separable']"
174454,sr_legacy_food,"Lamb, New Zealand, imported, hind-shank, separable lean only, raw",20.4,3.35,0.73,115.0,0.0,82.0,62.0,1.05,0.0,"['lamb', 'new zealand', 'imported', 'hind-shank', 'separable lean only', 'raw']",False,False,True,[],"['hind-shank', 'separable lean only', 'raw']",['Lamb'],['imported'],"['New', 'hind', 'separable', 'raw']"
174455,sr_legacy_food,"Lamb, New Zealand, imported, neck chops, separable lean only, raw",19.84,7.97,0.0,151.0,0.0,81.0,71.0,3.12,0.0,"['lamb', 'new zealand', 'imported', 'neck chops', 'separable lean only', 'raw']",False,False,True,[],"['neck chops', 'separable lean only', 'raw']",['Lamb'],['imported'],"['New', 'separable', 'raw']"
174456,sr_legacy_food,"Lamb, New Zealand, imported, rack - fully frenched, separable lean only, raw",20.61,7.12,0.0,147.0,0.0,63.0,62.0,3.044,0.0,"['lamb', 'new zealand', 'imported', 'rack - fully frenched', 'separable lean only', 'raw']",False,False,True,[],"['fully frenched', 'separable lean only', 'raw']","['Lamb', 'rack']",['imported'],"['New', 'frenched', 'separable', 'raw']"
174457,sr_legacy_food,"Lamb, New Zealand, imported, loin chop, separable lean only, cooked, fast fried",27.43,10.7,0.41,208.0,0.0,84.0,85.0,4.039,0.0,"['lamb', 'new zealand', 'imported', 'loin chop', 'separable lean only', 'cooked', 'fast fried']",False,False,True,['Lamb'],"['loin chop', 'separable lean only', 'cooked', 'fast fried']",['Lamb'],"['imported', 'cooked', 'fried']","['New', 'separable', 'fast']"
174458,sr_legacy_food,"Lamb, New Zealand, imported, square-cut shoulder, separable lean only, cooked, slow roasted",25.08,10.13,0.0,192.0,0.0,80.0,71.0,3.503,0.0,"['lamb', 'new zealand', 'imported', 'square-cut shoulder', 'separable lean only', 'cooked', 'slow roasted']",False,False,True,[],"['square-cut shoulder', 'separable lean only', 'cooked', 'slow roasted']",['Lamb'],"['imported', 'cut', 'cooked', 'roasted']","['New', 'square', 'separable', 'slow']"
174459,sr_legacy_food,"Lamb, New Zealand, imported, leg chop/steak, bone-in, separable lean only, cooked, fast fried",26.31,6.35,0.0,162.0,0.0,67.0,78.0,1.901,0.0,"['lamb', 'new zealand', 'imported', 'leg chop/steak', 'bone-in', 'separable lean only', 'cooked', 'fast fried']",False,False,True,['Lamb'],"['leg chop/steak', 'bone-in', 'separable lean only', 'cooked', 'fast fried']",['Lamb'],"['imported', 'cooked', 'fried']","['New', 'separable', 'fast']"
174460,sr_legacy_food,"Lamb, New Zealand, imported, leg chop/steak, bone-in, separable lean and fat, cooked, fast fried",24.26,12.76,0.04,212.0,0.0,65.0,78.0,4.743,0.0,"['lamb', 'new zealand', 'imported', 'leg chop/steak', 'bone-in', 'separable lean and fat', 'cooked', 'fast fried']",False,False,True,['Lamb'],"['leg chop/steak', 'bone-in', 'separable lean and fat', 'cooked', 'fast fried']",['Lamb'],"['imported', 'cooked', 'fried']","['New', 'separable', 'lean', 'fat', 'fast']"
174461,sr_legacy_food,"Lamb, New Zealand, imported, loin chop, separable lean and fat, cooked, fast fried",21.5,27.11,0.41,332.0,0.0,73.0,81.0,11.272,0.0,"['lamb', 'new zealand', 'imported', 'loin chop', 'separable lean and fat', 'cooked', 'fast fried']",False,False,True,['Lamb'],"['loin chop', 'separable lean and fat', 'cooked', 'fast fried']",['Lamb'],"['imported', 'cooked', 'fried']","['New', 'separable', 'lean', 'fat', 'fast']"
174462,sr_legacy_food,"Lamb, New Zealand, imported, loin saddle, separable lean and fat, cooked, fast roasted",21.13,20.98,0.1,274.0,0.0,69.0,76.0,8.762,0.0,"['lamb', 'new zealand', 'imported', 'loin saddle', 'separable lean and fat', 'cooked', 'fast roasted']",False,False,True,[],"['separable lean and fat', 'cooked', 'fast roasted']","['Lamb', 'loin saddle']","['imported', 'cooked', 'roasted']","['New', 'separable', 'lean', 'fat', 'fast']"
174463,sr_legacy_food,"Lamb, New Zealand, imported, loin saddle, separable lean and fat, raw",16.56,22.9,0.2,273.0,0.0,63.0,69.0,9.639,0.0,"['lamb', 'new zealand', 'imported', 'loin saddle', 'separable lean and fat', 'raw']",False,False,True,[],"['separable lean and fat', 'raw']","['Lamb', 'loin saddle']",['imported'],"['New', 'separable', 'fat', 'raw']"
174464,sr_legacy_food,"Lamb, New Zealand, imported, netted shoulder, rolled, boneless, separable lean and fat, raw",16.9,20.36,0.2,252.0,0.0,58.0,61.0,8.211,0.0,"['lamb', 'new zealand', 'imported', 'netted shoulder', 'rolled', 'boneless', 'separable lean and fat', 'raw']",False,False,True,[],"['netted shoulder', 'rolled', 'boneless', 'separable lean and fat', 'raw']",['Lamb'],"['imported', 'netted', 'rolled']","['New', 'boneless', 'separable', 'lean', 'fat', 'raw']"
174465,sr_legacy_food,"Chicken, capons, giblets, raw",18.28,5.18,1.42,130.0,0.0,77.0,292.0,1.64,,"['chicken', 'capons', 'giblets', 'raw']",False,False,True,[],['raw'],"['Chicken', 'capons', 'giblets']",[],['raw']
174466,sr_legacy_food,"Chicken, capons, giblets, cooked, simmered",26.39,5.4,0.76,164.0,0.0,55.0,434.0,1.77,,"['chicken', 'capons', 'giblets', 'cooked', 'simmered']",False,False,True,[],"['cooked', 'simmered']","['Chicken', 'capons', 'giblets']","['cooked', 'simmered']",[]
174467,sr_legacy_food,"Duck, domesticated, liver, raw",18.74,4.64,3.53,136.0,0.0,140.0,515.0,1.44,,"['duck', 'domesticated', 'liver', 'raw']",False,False,True,['domesticated'],['raw'],"['Duck', 'liver']",['domesticated'],['raw']
174468,sr_legacy_food,"Duck, wild, meat and skin, raw",17.42,15.2,0.0,211.0,0.0,56.0,80.0,5.04,,"['duck', 'wild', 'meat and skin', 'raw']",False,False,True,['wild'],"['meat and skin', 'raw']",['Duck'],[],"['wild', 'raw']"
174469,sr_legacy_food,"Duck, wild, breast, meat only, raw",19.85,4.25,0.0,123.0,0.0,57.0,77.0,1.32,,"['duck', 'wild', 'breast', 'meat only', 'raw']",False,False,True,"['Duck', 'wild']","['breast', 'meat only', 'raw']","['Duck', 'wild']",[],"['wild', 'raw']"
174470,sr_legacy_food,"Goose, domesticated, meat and skin, raw",15.86,33.62,0.0,371.0,0.0,73.0,80.0,9.78,,"['goose', 'domesticated', 'meat and skin', 'raw']",False,False,True,[],"['meat and skin', 'raw']","['Goose', 'domesticated']",['domesticated'],['raw']
174471,sr_legacy_food,"Guinea hen, meat only, raw",20.64,2.47,0.0,110.0,0.0,69.0,63.0,0.64,,"['guinea hen', 'meat only', 'raw']",False,False,True,['Guinea hen'],"['meat only', 'raw']",['Guinea hen'],[],['raw']
174472,sr_legacy_food,"Pheasant, raw, meat and skin",22.7,9.29,0.0,181.0,0.0,40.0,71.0,2.7,,"['pheasant', 'raw', 'meat and skin']",False,False,True,['Pheasant'],"['raw', 'meat and skin']",['Pheasant'],[],['raw']
174473,sr_legacy_food,"Pheasant, raw, meat only",23.57,3.64,0.0,133.0,0.0,37.0,66.0,1.24,,"['pheasant', 'raw', 'meat only']",False,False,True,['Pheasant'],"['raw', 'meat only']",['Pheasant'],[],['raw']
174474,sr_legacy_food,"Pheasant, breast, meat only, raw",24.37,3.25,0.0,133.0,0.0,33.0,58.0,1.1,,"['pheasant', 'breast', 'meat only', 'raw']",False,False,True,['Pheasant'],"['meat only', 'raw']","['Pheasant', 'breast']",[],['raw']
